Title,Price,StarRating,Availability,Category
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,True,Nonfiction
A Gentleman's Position (Society of Gentlemen #3),14.75,5,True,Romance
11/22/63,48.48,3,True,Fiction
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,True,Nonfiction
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,True,Health
Without Shame,48.27,5,True,Add a comment
Watchmen,58.05,4,True,Add a comment
Unlimited Intuition Now,58.87,4,True,Default
Underlying Notes,11.82,2,True,Default
The Shack,28.03,1,True,Fiction
The New Brand You: Your New Image Makes the Sale for You,44.05,5,True,Default
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,True,Food and Drink
The Flowers Lied,16.68,2,True,Default
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,True,Science
The Book of Mormon,24.57,3,True,Religion
The Art and Science of Low Carbohydrate Living,52.98,5,True,Health
The Alien Club,54.4,1,True,Young Adult
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,True,Novels
Nap-a-Roo,25.08,1,True,Childrens
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,True,Default
Modern Day Fables,47.44,2,True,Default
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,True,Spirituality
"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,True,Sequential Art
Dress Your Family in Corduroy and Denim,43.68,3,True,Humor
Don't Forget Steven,33.23,1,True,Young Adult
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,True,Nonfiction
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,True,Art
A Shard of Ice (The Black Symphony Saga #1),56.63,3,True,Fantasy
A Hero's Curse (The Unseen Chronicles #1),50.49,3,True,Add a comment
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,True,Add a comment
"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,True,Nonfiction
Why Not Me?,17.76,1,True,Nonfiction
When Breath Becomes Air,39.36,2,True,Nonfiction
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,True,Travel
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,True,Default
The New Drawing on the Right Side of the Brain,43.02,3,True,Art
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,True,Nonfiction
The Martian (The Martian #1),41.39,2,True,Default
The High Mountains of Portugal,51.15,1,True,Fiction
The Grownup,35.88,1,True,Short Stories
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,True,Business
South of Sunshine,28.93,1,True,Young Adult
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,True,Nonfiction
Silence in the Dark (Logan Point #4),58.33,3,True,Suspense
Shadows of the Past (Logan Point #1),39.67,5,True,Christian Fiction
Roller Girl,14.1,5,True,Sequential Art
Rising Strong,21.82,3,True,Nonfiction
Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,True,Philosophy
Please Kill Me: The Uncensored Oral History of Punk,31.19,4,True,Music
Out of Print: City Lights Spotlight No. 14,53.64,5,True,Poetry
My Life Next Door (My Life Next Door ),36.39,5,True,Young Adult
Miller's Valley,58.54,2,True,Fiction
Man's Search for Meaning,29.48,3,True,Nonfiction
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,True,Nonfiction
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,True,Nonfiction
Les Fleurs du Mal,29.04,5,True,Poetry
Left Behind (Left Behind #1),40.72,2,True,Default
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,True,Music
Kierkegaard: A Christian Missionary to Christians,47.13,1,True,Philosophy
John Vassos: Industrial Design for Modern Life,20.22,4,True,Default
I'll Give You the Sun,56.48,1,True,Default
I Will Find You,44.21,1,True,Nonfiction
Hystopia: A Novel,21.96,4,True,Fiction
Howl and Other Poems,40.45,2,True,Poetry
History of Beauty,10.29,4,True,Art
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,True,Default
Future Shock (Future Shock #1),55.65,5,True,Young Adult
Ender's Game (The Ender Quintet #1),43.64,1,True,Default
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,True,Science
Death by Leisure: A Cautionary Tale,37.51,4,True,Default
Brilliant Beacons: A History of the American Lighthouse,11.45,3,True,History
Brazen: The Courage to Find the You That's Been Hiding,19.22,2,True,Nonfiction
Between the World and Me,56.91,4,True,Nonfiction
Being Mortal: Medicine and What Matters in the End,55.06,4,True,Nonfiction
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,True,Nonfiction
32 Yolks,53.63,2,True,Food and Drink
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,True,History
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,True,Self Help
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,True,Default
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,True,Mystery
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,True,Spirituality
Under the Tuscan Sun,37.33,3,True,Travel
Toddlers Are A**holes: It's Not Your Fault,25.55,1,True,Humor
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,True,Default
The Whale,35.96,4,True,Childrens
The Story of Art,41.14,4,True,Art
The Origin of Species,10.01,4,True,Science
The Great Gatsby,36.05,4,True,Default
The Good Girl,49.03,3,True,Default
The Glass Castle,16.24,1,True,Add a comment
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,True,Biography
The Drowning Girls,35.67,3,True,Add a comment
The Constant Princess (The Tudor Court #1),16.62,3,True,Historical Fiction
The Bourne Identity (Jason Bourne #1),42.78,4,True,Fiction
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,True,Mystery
The Art Book,32.34,2,True,Art
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,True,Default
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,True,Add a comment
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,True,Default
"Sit, Stay, Love",20.9,3,True,Romance
Sister Dear,40.2,4,True,Fiction
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,True,Childrens
"Rich Dad, Poor Dad",51.74,1,True,Business
Raymie Nightingale,34.41,2,True,Childrens
Playing from the Heart,32.38,1,True,Childrens
Nightstruck: A Novel,50.35,4,True,Young Adult
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,True,Food and Drink
Meternity,43.58,3,True,Womens Fiction
Memoirs of a Geisha,49.67,3,True,Fiction
Like Never Before (Walker Family #2),28.77,2,True,Christian Fiction
Life of Pi,13.22,4,True,Default
Leave This Song Behind: Teen Poetry at Its Best,51.17,5,True,Poetry
King's Folly (The Kinsman Chronicles #1),39.61,5,True,Fantasy
John Adams,57.43,4,True,Add a comment
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,True,Food and Drink
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,True,Food and Drink
Good in Bed (Cannie Shapiro #1),37.05,5,True,Add a comment
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,True,Sequential Art
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,True,Nonfiction
Finding God in the Ruins: How God Redeems Pain,46.64,2,True,Nonfiction
Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,True,Fantasy
Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,True,Mystery
Counted With the Stars (Out from Egypt #1),17.97,5,True,Christian Fiction
"Chronicles, Vol. 1",52.6,2,True,Music
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,True,Christian
Benjamin Franklin: An American Life,48.19,3,True,Biography
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,True,Philosophy
A Summer In Europe,44.34,2,True,Travel
A Short History of Nearly Everything,52.4,5,True,History
A Gathering of Shadows (Shades of Magic #2),44.81,4,True,Fantasy
The Sound Of Love,57.84,5,True,Default
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,True,History
The Perks of Being a Wallflower,55.02,3,True,Default
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,True,Mystery
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,True,Nonfiction
The Makings of a Fatherless Child,31.58,2,True,Default
The Joy of Cooking,43.27,4,True,Add a comment
The Invention of Wings,37.34,1,True,Historical Fiction
The Hobbit (Middle-Earth Universe),17.8,5,True,Default
The Great Railway Bazaar,30.54,1,True,Travel
The Golden Compass (His Dark Materials #1),18.77,1,True,Add a comment
The God Delusion,46.85,3,True,Add a comment
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,True,Historical
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,True,Default
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,True,Poetry
The Barefoot Contessa Cookbook,59.92,5,True,Food and Drink
Tell the Wolves I'm Home,50.96,2,True,Young Adult
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,True,Default
Pride and Prejudice,19.27,4,True,Add a comment
Musicophilia: Tales of Music and the Brain,46.58,1,True,Default
Mere Christianity,48.51,3,True,Add a comment
Me Before You (Me Before You #1),19.02,1,True,Fiction
In the Woods (Dublin Murder Squad #1),38.38,2,True,Mystery
In Cold Blood,49.98,4,True,Nonfiction
How to Stop Worrying and Start Living,46.49,5,True,Self Help
Give It Back,18.32,2,True,Thriller
"Girl, Interrupted",42.14,3,True,Nonfiction
Fun Home: A Family Tragicomic,56.59,4,True,Add a comment
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,True,Sequential Art
Deception Point,40.32,4,True,Fiction
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,True,Sequential Art
Catherine the Great: Portrait of a Woman,58.55,4,True,History
Better Homes and Gardens New Cook Book,39.61,3,True,Food and Drink
An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,True,Psychology
A Year in Provence (Provence #1),56.88,4,True,Travel
World Without End (The Pillars of the Earth #2),32.97,4,True,Historical Fiction
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,True,Young Adult
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,True,Nonfiction
Where She Went (If I Stay #2),41.73,4,True,Young Adult
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,True,Default
Two Summers,14.64,1,True,Young Adult
This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,True,Music
The Secret Garden,15.08,4,True,Classics
The Raven King (The Raven Cycle #4),30.57,2,True,Add a comment
The Raven Boys (The Raven Cycle #1),57.74,4,True,Fantasy
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,True,Food and Drink
The Metamorphosis,28.58,1,True,Classics
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,True,History
The Little Paris Bookshop,24.73,3,True,Fiction
The Hiding Place,55.91,4,True,History
The Grand Design,13.76,3,True,Science
The Firm,45.56,3,True,Fiction
The Fault in Our Stars,47.22,1,True,Default
The False Prince (The Ascendance Trilogy #1),56,5,True,Fantasy
The Expatriates,44.58,2,True,Fiction
The Dream Thieves (The Raven Cycle #2),34.5,1,True,Default
The Darkest Corners,11.33,5,True,Young Adult
The Crossover,38.77,4,True,Poetry
The 5th Wave (The 5th Wave #1),11.83,2,True,Default
Tell the Wind and Fire,45.51,3,True,Fantasy
Tell Me Three Things,41.81,1,True,Young Adult
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,True,Nonfiction
Siddhartha,34.22,5,True,Fiction
Shiver (The Wolves of Mercy Falls #1),16.23,5,True,Default
Remember Me?,11.48,3,True,Default
Red Dragon (Hannibal Lecter #1),23.37,3,True,Horror
Peak: Secrets from the New Science of Expertise,16.28,2,True,Science
My Mother Was Nuts,31.63,4,True,Nonfiction
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,True,Food and Drink
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,True,Childrens
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,True,Young Adult
Logan Kade (Fallen Crest High #5.5),13.12,2,True,Academic
Last One Home (New Beginnings #1),59.98,3,True,Fiction
Killing Floor (Jack Reacher #1),31.49,4,True,Thriller
Kill the Boy Band,15.52,5,True,Young Adult
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,True,Young Adult
If I Stay (If I Stay #1),38.13,5,True,Default
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,True,Default
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,True,Default
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,True,Sequential Art
Foundation (Foundation (Publication Order) #1),32.42,1,True,Science Fiction
Fool Me Once,16.96,1,True,Default
Find Her (Detective D.D. Warren #8),22.37,1,True,Add a comment
Evicted: Poverty and Profit in the American City,42.27,1,True,Add a comment
Drama,38.7,2,True,Default
Dracula the Un-Dead,35.63,5,True,Horror
Digital Fortress,58,5,True,Fiction
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,True,Sequential Art
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,True,Nonfiction
Critique of Pure Reason,20.75,1,True,Philosophy
Booked,17.49,5,True,Poetry
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,True,Default
Approval Junkie: Adventures in Caring Too Much,58.81,5,True,Autobiography
An Abundance of Katherines,10,5,True,Young Adult
America's War for the Greater Middle East: A Military History,51.22,2,True,History
Alight (The Generations Trilogy #2),58.59,4,True,Default
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,True,Romance
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,True,Add a comment
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,True,Fantasy
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,True,Add a comment
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,True,Default
The Shining (The Shining #1),27.88,3,True,Default
The Pilgrim's Progress,50.26,2,True,Classics
The Perfect Play (Play by Play #1),59.99,3,True,Romance
The Passion of Dolssa,28.32,5,True,Historical Fiction
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,True,Nonfiction
The Hunger Games (The Hunger Games #1),29.85,5,True,Default
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,True,Classics
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,True,Nonfiction
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,True,Nonfiction
The Demonists (Demonist #1),52.11,2,True,Fantasy
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,True,Sequential Art
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,True,Thriller
The Beast (Black Dagger Brotherhood #14),46.08,5,True,Fantasy
Some Women,13.73,5,True,Womens Fiction
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,True,Womens Fiction
Paper and Fire (The Great Library #2),49.45,5,True,Fantasy
Outlander (Outlander #1),19.67,5,True,Default
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,True,Music
No One Here Gets Out Alive,20.02,5,True,Music
Night Shift (Night Shift #1-20),12.75,4,True,Horror
Needful Things,47.51,4,True,Horror
Mockingjay (The Hunger Games #3),20.44,4,True,Default
Misery,34.79,2,True,Horror
Little Women (Little Women #1),28.07,4,True,Classics
It,25.01,3,True,Horror
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,True,Default
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,True,Young Adult
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,True,Fantasy
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,True,Fantasy
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,True,Fantasy
Gone with the Wind,32.49,3,True,Classics
God Is Not Great: How Religion Poisons Everything,27.8,1,True,Nonfiction
Girl With a Pearl Earring,26.77,1,True,Historical Fiction
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,True,Sequential Art
Far From True (Promise Falls Trilogy #2),34.93,2,True,Thriller
Dark Lover (Black Dagger Brotherhood #1),12.87,1,True,Romance
Confessions of a Shopaholic (Shopaholic #1),48.94,2,True,Default
Changing the Game (Play by Play #2),13.38,3,True,Romance
Candide,58.63,3,True,Classics
Can You Keep a Secret?,21.94,1,True,Womens Fiction
Atlas Shrugged,26.58,5,True,Fiction
Animal Farm,57.22,3,True,Classics
A Walk to Remember,56.43,1,True,Romance
A New Earth: Awakening to Your Life's Purpose,55.65,5,True,Spirituality
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,True,Religion
'Salem's Lot,49.56,4,True,Horror
Zero History (Blue Ant #3),34.77,1,True,Default
Wuthering Heights,17.73,3,True,Classics
World War Z: An Oral History of the Zombie War,21.8,1,True,Default
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,True,Default
"Where'd You Go, Bernadette",18.13,1,True,Default
When You Are Engulfed in Flames,30.89,5,True,Humor
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,True,Nonfiction
We Are All Completely Beside Ourselves,24.04,1,True,Contemporary
Walk the Edge (Thunder Road #2),32.36,3,True,Young Adult
Voyager (Outlander #3),21.07,5,True,Historical Fiction
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,True,Nonfiction
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,True,Food and Drink
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,True,Nonfiction
Under the Banner of Heaven: A Story of Violent Faith,30,1,True,Nonfiction
Two Boys Kissing,32.74,2,True,Young Adult
Twilight (Twilight #1),41.93,2,True,Default
Twenties Girl,42.8,2,True,Womens Fiction
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,True,Nonfiction
Three-Martini Lunch,23.21,3,True,Fiction
"Thinking, Fast and Slow",21.14,1,True,Psychology
The Wild Robot,56.07,3,True,Childrens
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,True,Sequential Art
The Undomestic Goddess,45.75,4,True,Womens Fiction
The Travelers,15.77,1,True,Thriller
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,True,Add a comment
The Thing About Jellyfish,48.77,1,True,Childrens
The Stand,57.86,2,True,Horror
The Smitten Kitchen Cookbook,23.59,1,True,Food and Drink
The Silkworm (Cormoran Strike #2),23.05,5,True,Mystery
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,True,Sequential Art
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,True,Fantasy
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,True,Travel
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,True,Biography
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,True,Science Fiction
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,True,Add a comment
The Red Tent,35.66,5,True,Historical Fiction
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,True,Add a comment
The Purest Hook (Second Circle Tattoos #3),12.25,1,True,Romance
The Picture of Dorian Gray,29.7,2,True,Classics
The Paris Wife,36.8,3,True,Default
The Obsession,45.43,1,True,Romance
The Nightingale,26.26,4,True,Fiction
The New Guy (and Other Senior Year Distractions),44.92,3,True,Young Adult
The Nanny Diaries (Nanny #1),52.53,5,True,Womens Fiction
The Name of God is Mercy,37.25,2,True,Nonfiction
The Maze Runner (The Maze Runner #1),20.93,1,True,Default
The Lover's Dictionary,58.09,2,True,Default
The Lonely Ones,43.59,5,True,Childrens
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,True,Business
The Last Painting of Sara de Vos,55.55,2,True,Historical Fiction
"The Land of 10,000 Madonnas",29.64,4,True,Young Adult
The Infinities,27.41,1,True,Fiction
The Husband's Secret,52.51,5,True,Fiction
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,True,Add a comment
The Guns of August,14.54,2,True,History
The Guernsey Literary and Potato Peel Pie Society,49.53,1,True,Historical Fiction
The Goldfinch,43.58,3,True,Default
The Giver (The Giver Quartet #1),12.3,1,True,Default
The Girl with All the Gifts,49.47,3,True,Horror
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,True,Default
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,True,Add a comment
The Exiled,43.45,3,True,Mystery
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,True,Add a comment
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,True,Science
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,True,Science
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,True,Womens Fiction
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,True,Default
The Day the Crayons Came Home (Crayons),26.33,5,True,Childrens
The Da Vinci Code (Robert Langdon #2),22.96,2,True,Fiction
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,True,Mystery
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,True,Classics
The Complete Poems,41.32,5,True,Add a comment
The Catcher in the Rye,24.55,1,True,Add a comment
The Cat in the Hat (Beginner Books B-1),16.26,2,True,Childrens
The Case for Christ (Cases for Christianity),47.84,1,True,Add a comment
The Book Thief,53.49,2,True,Default
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,True,Sports and Games
The Blind Side: Evolution of a Game,53.71,5,True,Add a comment
The Autobiography of Malcolm X,23.43,2,True,Default
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,True,Food and Drink
The Art of Fielding,22.1,1,True,Fiction
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,True,Science
Stiff: The Curious Lives of Human Cadavers,36.74,3,True,Nonfiction
Spilled Milk: Based on a True Story,49.51,1,True,Nonfiction
Something Borrowed (Darcy & Rachel #1),48.96,5,True,Womens Fiction
Something Blue (Darcy & Rachel #2),54.62,1,True,Womens Fiction
Soldier (Talon #3),24.72,2,True,Fantasy
Shopaholic & Baby (Shopaholic #5),46.45,2,True,Default
Seven Days in the Art World,52.33,2,True,Add a comment
Seven Brief Lessons on Physics,30.6,4,True,Science
Scarlet (The Lunar Chronicles #2),14.57,4,True,Young Adult
Sarah's Key,46.29,1,True,Add a comment
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,True,Sequential Art
Running with Scissors,12.91,4,True,Autobiography
Rogue Lawyer (Rogue Lawyer #1),50.11,3,True,Add a comment
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,True,Nonfiction
Rework,44.88,2,True,Business
Reservations for Two,11.1,3,True,Romance
Red: The True Story of Red Riding Hood,28.54,3,True,Childrens
Ready Player One,19.07,4,True,Science Fiction
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,True,Default
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,True,Sequential Art
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,True,Sequential Art
Packing for Mars: The Curious Science of Life in the Void,56.68,2,True,Default
Outliers: The Story of Success,14.16,1,True,Nonfiction
Original Fake,31.45,3,True,Sequential Art
Orange Is the New Black,24.61,2,True,Default
One for the Money (Stephanie Plum #1),32.87,2,True,Default
Notes from a Small Island (Notes From a Small Island #1),40.17,1,True,Nonfiction
Night (The Night Trilogy #1),13.51,1,True,Nonfiction
Neither Here nor There: Travels in Europe,38.95,3,True,Travel
Naked,31.69,3,True,Humor
Morning Star (Red Rising #3),29.4,1,True,Default
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,True,Nonfiction
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,True,Fantasy
Me Talk Pretty One Day,57.6,2,True,Autobiography
Manuscript Found in Accra,34.98,2,True,Add a comment
Lust & Wonder,11.87,2,True,Autobiography
Lila (Gilead #3),12.47,3,True,Fiction
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,True,Science Fiction
Life Without a Recipe,59.04,5,True,Autobiography
Life After Life,26.13,2,True,Default
Letter to a Christian Nation,22.2,1,True,Nonfiction
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,True,Nonfiction
Legend (Legend #1),43.69,4,True,Young Adult
"Lean In: Women, Work, and the Will to Lead",25.02,1,True,Default
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,True,Humor
Lady Renegades (Rebel Belle #3),53.04,5,True,Young Adult
Jurassic Park (Jurassic Park #1),44.97,1,True,Fiction
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,True,Nonfiction
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,True,Default
Into the Wild,56.7,5,True,Nonfiction
Inferno (Robert Langdon #4),41,5,True,Fiction
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,True,Nonfiction
If I Run (If I Run #1),49.97,4,True,Christian Fiction
I've Got Your Number,19.69,1,True,Womens Fiction
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,True,Nonfiction
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,True,Food and Drink
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,True,History
House of Leaves,54.89,1,True,Horror
Horrible Bear!,37.52,2,True,Childrens
Holidays on Ice,51.07,2,True,Humor
Heir to the Sky,44.07,4,True,Fantasy
Green Eggs and Ham (Beginner Books B-16),10.79,4,True,Childrens
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,True,Sequential Art
Gratitude,26.66,5,True,Nonfiction
Gone Girl,37.6,5,True,Default
Golden (Heart of Dread #3),42.21,4,True,Young Adult
Girl in the Blue Coat,46.83,2,True,Historical Fiction
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,True,Sequential Art
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,True,Sports and Games
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,True,Add a comment
Fifty Shades Freed (Fifty Shades #3),15.36,5,True,Adult Fiction
Fellside,38.62,1,True,Default
Extreme Prey (Lucas Davenport #26),25.4,3,True,Mystery
Eragon (The Inheritance Cycle #1),43.87,3,True,Fantasy
Eclipse (Twilight #3),18.74,1,True,Default
Dune (Dune #1),54.86,1,True,Science Fiction
Dracula,52.62,3,True,Default
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,True,Science Fiction
